"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23008458","Vincent Trace","101","Maddox Jude","A","V1","2023-09-15","","2023-09-15","","33","33","237070.00","237070.00","","","1642.00","3","2","","Under Construction","95X142X75X107","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Maurice","LA","70555","","Vermilion","","SECT. 1, T11S. R3E, VILLAGE OF MAURICE","","2.5%","N","50","",""
"23007086","Park Vista","2227","George","A","L2","2023-08-03","","2023-09-02","","46","46","395000.00","395000.00","","","3829.00","4","2","1","31 - 40 Years","156x270","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Kent Rogers","","Opelousas","LA","70570","","St Landry","","1 LOT 373 (52X137.9) & SOUTH 39.5' OF LOT 372 (39.5X135) PARK VISTA S","","2.5%-$150","N","372","",""
"23001343","None","719","Magnolia","A","Evangeline","2023-02-17","","2023-02-17","","243","243","125000.00","120000.00","","","2100.00","2","1","","21 - 30 Years","Irregular","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Ville Platte","LA","70586","","Evangeline","","1 TRACT 450--LOCATED IN SEC. 50 T4-2E HAVING A FRONT OF 100' ON N. SIDE OF W MAGNOLIA ST. EVANGELINE PARISH.","","3%","N","0","",""
"23003042","Northbridge","1028","Kimble","A","M1","2023-04-13","","2023-04-13","","188","188","350000.00","329999.00","","","2002.00","3","2","","21 - 30 Years","200x200","Residential","DS","","1 - 2.99","","Goldie Locks Realty LLC (l001197)","Terriana Gotch","","Breaux Bridge","LA","70517","","St Martin","","LOT: 200 X 200 LOT 8 BLK 2 NORTH BRIDGE SUB","","2.5%-$350","N","8","",""
"23009204","Le Jardin d' Abel","303","Stony Trek","A","O","2023-10-09","","2023-10-10","","9","9","1.00","1.00","","","2700.00","4","3","","Proposed Constructio","100 x 215","Residential","PC","","0 - 0.5","","Latter & Blum (l000050)","Melissa Hebert","","Youngsville","LA","70592","","Lafayette","","LOT 18 LE JARDIN D ABEL (100X215)","","2.5%-150","N","18","Corey Fontenot",""
"23005228","Whittington Pk","212","Parkview","A","G2","2023-06-13","","2023-06-14","","127","492","630000.00","630000.00","","","4053.00","5","3","1","31 - 40 Years","200 x 107.01 x 100.23 x 52.56","Residential","DS","","0.51 - 0.99","","Latter & Blum (l000050)","Heathyr McDaniel","","Lafayette","LA","70503","","Lafayette","","LOT 39 BLK C WHITTINGTON PARK SUB EXT 2-(200 X 107.01X100.23X52.56X 116.11x114) (RESUB OF LTS 31&39)","","3%-$150","N","31 & 39","Amy Braun",""
"23002459","None","510","Jackson","A","V2","2023-03-24","","2023-03-26","","208","208","64900.00","54900.00","","","975.00","2","2","1","51 - 75 Years","0.26 Ac","Residential","DS","","0 - 0.5","","Brandon E. Breaux Real Estate (l000979)","Brandon Breaux","","Kaplan","LA","70548","","Vermilion","","LOTS 9, 10 BLK 135 W/S ADD 204-2564 IMP","","2% or $1,000","N","009","Marcus Harris",""
"23006604","Sugar Mill Pond","400","Oceans","A","P","2023-07-20","","2023-07-21","","90","90","578085.00","578085.00","","","2267.00","4","2","","Under Construction","53x115","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Anna-Corinne Mahtook","","Youngsville","LA","70592","","Lafayette","","Lot T-12 of Sugar Mill Pond Ph 10A","","2.5% -$150","N","T12","Hailey Daigle Genin",""
"23003871","Meadows Bend Lakes","102","Sapphire Springs","A","O","2023-05-05","","2023-05-05","","166","347","295000.00","279000.00","","","1973.00","4","2","","6 - 10 Years","60 x 118 x 60 x 109","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Stefanie Kellner","","Youngsville","LA","70592","","Lafayette","","LOT 92 MEADOWS BEND LAKES","","3% - $150","N","92","",""
"23008460","None","1590","Portage","A","M1","2023-09-15","","2023-09-15","","33","33","124990.00","124990.00","","","2100.00","3","2","1","21 - 30 Years","192x235.8x192x170","Residential","MM","","0.51 - 0.99","","Andries Migues Realty, LLC (l001394)","Guy Migues","","Arnaudville","LA","70512","","St Martin","","Lot 192x235.8x192x170. Hwy 737, Sanchon, Hebert. Tract 5, S-48, T-7-S, R-6-E Tract 6 1997 Horo Double Wide","","2.5%-$150","N","N/A","",""
"23008006","Dodson","311","Everette","A","I1","2023-08-30","","2023-08-31","","49","49","136900.00","136900.00","","","1385.00","3","1","","51 - 75 Years","60 x 138","Residential","DS","","0 - 0.5","","Century 21 Action Realty (l001065)","Tammy Cormier","","New Iberia","LA","70563","","Iberia","","1-60 X 138 PINE ST., LOT 12, EVERETTE ST., ALLEY. BEING LOT 14, BLK 6","","3%-Tech fee","N","14","",""
"23006565","Nezida Roy","110","Roclay","A","F","2023-07-20","","2023-07-26","","84","84","425000.00","395000.00","","","2475.00","4","3","1","41 - 50 Years","109.9x240","Residential","DS","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Dawn Foreman","","Lafayette","LA","70506","","Lafayette","","S 1/2 LOT 15 NEZIDA ROY & TRAHAN ADDITION (109.9X240)","","2.5%","N","15","",""
"23008133","None","18610","La Hwy 335","A","V3","2023-09-06","","2023-09-06","","42","42","200000.00","190000.00","","","1925.00","3","2","","51 - 75 Years","Per Record","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Nah Senpeng","","Kaplan","LA","70548","","Vermilion","","15.613 AC IN NE/4 OF NW/4 SEC 5 T 13 R2 E 21.12 AC IN E/2 OF SEC 31 T","","3%","N","N/A","Charles Ilonya",""
"23008063","Three Fountains Condo","112","Hillside","A","G2","2023-09-02","","2023-09-02","","46","46","95000.00","85000.00","","","742.00","1","1","","41 - 50 Years","N/A","Residential","AS","","0 - 0.5","","Real Broker, LLC (l001335)","Teresa Rainey","","Lafayette","LA","70503","16","Lafayette","","UNIT 16 BLDG 3 THREE FOUNTAINS CONDOMINIUMS (742 SF) (1.18% COMMON EL","","2.5%","Y","Unit 16","",""
"23004988","Audubon Trace","208","Sarah Dee","A","O","2023-06-07","","2023-07-19","","133","133","370000.00","320000.00","","","2000.00","3","2","","Under Construction","0","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Kreshonda Robertson","","Lafayette","LA","70508","","Lafayette","","LOT 44 OF SARAH DEE PARK PHASE II","","2%","Y","44","",""
"23006802","Mills Terrace","213","Gaynor","A","C","2023-07-28","","2023-10-10","","64","64","226990.00","219990.00","","","1684.00","4","2","","Under Construction","150x82.90","Residential","DS","","0 - 0.5","","WJH LLC of Delaware (l001363)","Leslie Dekle","","Scott","LA","70583","","Lafayette","","LOT 45 MILLS TERRACE SUB  (0.285 AC)(82.90X150)","","3%","N","45","Nora Pruitt",""
"23007327","Mills Terrace","219","Gaynor","A","C","2023-08-11","","2023-10-10","","31","31","228990.00","221990.00","","","1773.00","4","2","","Under Construction","150X58","Residential","DS","","0 - 0.5","","WJH LLC of Delaware (l001363)","Leslie Dekle","","Scott","LA","70583","","Lafayette","","LOT 48 MILLS TERRACE SUB  (0.279 AC)","","3%","N","48","Nora Pruitt",""
"23008499","Heritage Oaks North","208","Old Heritage","A","C","2023-09-18","","2023-10-06","","12","12","248000.00","248000.00","","","1360.00","3","2","","4 - 5 Years","55 x 120","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Myka Guidry-Ferguson","","Carencro","LA","70520","","Lafayette","","Lot 12 of Heritage Oaks North Subdivision.","","2%","N","12","Jennifer Guidry-Giittinger",""
"23006967","Rose Hill","16720","La Hwy 330","A","V4","2023-08-01","","2023-08-02","","78","78","225000.00","225000.00","","","1744.00","3","2","1","31 - 40 Years","210x155","Residential","DS","","1 - 2.99","","EVO Realty (l001216)","Gina Scott","","Abbeville","LA","70510","","Vermilion","",".971 AC IN SEC 43 T 13 R 3 E BEING LOT 2 & W 3' OF LOT 1 BD N HWY 330","","3%","N","2","",""
"23009114","Barry Billeaud","707","University","A","G2","2023-10-06","","2023-10-07","","12","12","250000.00","250000.00","","","1650.00","2","1","","31 - 40 Years","irregular","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Natalie Vied","","Lafayette","LA","70503","","Lafayette","","LOTS 16 & 17 BLK 14 BARRY BILLEAUD ADD","","2.5-$150","N","16 17","",""
"23009205","Bartland","727","15th","A","A1","2023-10-10","","2023-10-10","","8","8","299000.00","299000.00","","","4217.00","4","3","1","41 - 50 Years","(100x100)(51.2x128.3x116x162.5)","Residential","DS","","0 - 0.5","","Platinum Realty (l001092)","Michael Doughty","","Crowley","LA","70526","","Acadia","","LOTS 63-65 BARTLAND ADD. (2 LOTS-IMP)(F-4177)(LOT 63 SIZE: 100 X 100)","","2.5","N","063","",""
"23009110","Andrus Addition","1027","Cedar","A","A1","2023-10-06","","2023-10-06","","12","12","132000.00","120000.00","","","1302.00","3","1","","41 - 50 Years","LOT 16 BLK 22 ANDRUS ADD. (LOT-IMP) (C-1443) (LOT","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Blake Arceneaux","","Crowley","LA","70526","","Acadia","","LOT 16 BLK 22 ANDRUS ADD. (LOT-IMP) (C-1443) (LOT SIZE: 50 X 100) ACQ","","2.5 -250","N","016","Carrie Billeaud",""
"23002239","Rural Tract (NO Subd)","2058","Coteau Rodaire","A","M1","2023-03-19","","2023-10-12","","208","208","209000.00","199900.00","","","1405.00","3","2","","6 - 10 Years","146x2365","Residential","MM","","6 - 10.99","","Real Broker, LLC (l001335)","Alyson Finch","","Arnaudville","LA","70512","","St Martin","","4 AC: GAUTHREAUX, HWY 686, GAUTHREAUX, HALPEN (LOT 3) AND 4 AC: GAUTHREAUX, HWY. 686, GAUTHREAUX, HALPHEN (LOT 2)","","3%-$150","N","2-3","",""
"23004333","Bell Heights","211","Bellridge","A","G3","2023-05-18","","2023-05-19","","153","153","338000.00","299900.00","","","3050.00","5","4","","51 - 75 Years","75X125.24X75X125.02","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Julie Landry","","Lafayette","LA","70506","","Lafayette","","LOT 87 BELL HTS SUB (75FT FRONT)  TRIANGULAR P LOT 86 BELL HTS SUB  (75X125.24X75X125.02)","","2.5","N","86","",""
"23000948","Trimble","201","Russell","A","J","2023-02-02","","2023-02-18","","242","242","315000.00","275000.00","","","3718.00","5","4","","76+ Years","132 x 157","Residential","DS","","0 - 0.5","","Andries Migues Realty, LLC (l001394)","Monica Eddy","","Welsh","LA","70591","","Jefferson Davis","","BEG 951' E OF NW COR OF NW 31-9-4, S132' W157' LESS E25' THEREOF. LOT 4 6 BK 2 TRIMBLE SUB. (6) 377-866 564","","3%-$150","N","4&5","Guy Migues",""
"23001367","Gentry Place","118","Gentry","A","O","2023-02-16","","2023-02-18","","244","244","430000.00","420000.00","","","2743.00","4","2","1","31 - 40 Years","90.25X118.36X90X120.57","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Kisha Kana","","Lafayette","LA","70508","","Lafayette","","LOT 15 GENTRY PLACE SUB (90.25X118.36X90X120.57)","","2.5%","N","15","",""
"23008065","Mary Burr Addition","633","Halphen Street","A","L2","2023-09-01","","2023-09-02","","47","47","45000.00","35000.00","","","700.00","1","1","","51 - 75 Years","50X74.5","Residential","DS","","0 - 0.5","","RE/MAX Excellence (l001244)","Candice Auzenne","","Opelousas","LA","70570","","St Landry","","1 LOT 7 (50X74.5) BLK 2 MARY BURR ADD N HALPHEN ST S LOT 2 E LOT 6 W LOT 8  FRONTING 50' ON HALPHEN ST 1244931","","3%","N","7","",""
"23005084","None","727","14th","A","A1","2023-06-07","","2023-10-06","","108","108","149900.00","119900.00","","","2500.00","3","2","","31 - 40 Years","82.5x100","Residential","DS","","0 - 0.5","","Vylla Home (l001346)","Pam Arceneaux","","Crowley","LA","70526","","Acadia","","82.5 X 100 FT SE SEC 32 T9-1E.","","see RR","N","1","",""
"23007224","Sugar Trace","106","Kettle","A","O","2023-08-08","","2023-08-08","","71","71","270000.00","265000.00","","","1726.00","3","2","","16 - 20 Years","28.24 X 175.66 X 152.51 X 106.54","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Renee Dore","","Broussard","LA","70518","","Lafayette","","LOT 71 SUGAR TRACE SUB","","3%-$150","N","71","",""
"23003056","Landry","1222","Clover","A","V1","2023-04-13","","2023-04-13","","188","188","59500.00","49500.00","","","926.00","2","1","","41 - 50 Years","Lot 34 41x120 and lot 35 20.5x120","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Nicholas Hoag","","Abbeville","LA","70510","","Vermilion","","LOT 34 & E/2 OF 35 BLK 2 LANDRY 2020003036 IMP","","2.5","N","034-35","",""
"23009268","Copperfield","207","Greenwich","A","O","2023-10-12","","2023-10-12","","6","6","269900.00","269900.00","","","1673.00","3","2","","21 - 30 Years","70x105","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Brandon Landry","","Youngsville","LA","70592","","Lafayette","","LOT 127 COPPERFIELD SUB PHASE I (70X105)","","2.5% -250","N","127","",""
"23003057","Audubon Parc","108","Saltmeadow","A","N","2023-04-13","","2023-04-13","","188","188","732990.00","732989.00","","","2766.00","4","3","1","Under Construction","65.50X130","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Margeaux Tujague","","Lafayette","LA","70508","","Lafayette","","LOT 51 AUDUBON PARC (65.50X130) (8515 SQ FT) (0.195 AC)","","2.5 RR","N","51","Matt Andrus",""
"23009115","Fortune Hills","300","Bayou Parc","A","O","2023-10-06","","2023-10-07","","12","12","399000.00","399000.00","","","2143.00","4","3","","6 - 10 Years","109 x 59","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Ryan Meaux","","Youngsville","LA","70592","","Lafayette","","LOT 71 FORTUNE HILLS","","2%","N","007","",""
"23007723","None","206","Clooney","A","B","2023-08-23","","2023-08-23","","56","56","420000.00","420000.00","","","2400.00","3","2","","41 - 50 Years","190x456x190x459","Residential","DS","","1 - 2.99","","Guidry & Co. Real Estate, Inc. (l000109)","Sara Matte","","Carencro","LA","70520","","Lafayette","","2 Acres with improvements, S76&90, T8S, R4E, Lafayette Parish, LA","","2.5%","N","N/A","",""
"22010322","East Bayou Oaks","302","Peck","A","N","2022-11-04","","2022-11-05","","348","348","899000.00","739000.00","","","3847.00","4","4","","16 - 20 Years","Irregular","Residential","DS","","1 - 2.99","","Reology Real Estate, LLC (l001301)","Melisa Glasgow","","Lafayette","LA","70508","","Lafayette","","LOTS 37 & 38  EAST BAYOU OAKS SUB EXT 2 LOT 38 EAST BAYOU OAKS SUB EXT 2","","2.5 - 150","N","37 & 38","Mike Immel",""
"23009118","None","214","Williams","A","J","2023-10-06","","2023-10-07","","12","12","139000.00","139000.00","","","1476.00","3","2","","51 - 75 Years","50 x 150","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Candace Conner","","Jennings","LA","70546","","Jefferson Davis","","LOT 19 BK 2 LEJEUNE SUB.","","3","N","19","",""
"23009120","Broadmoor Terrace","227","Maplewood","A","G2","2023-10-07","","2023-10-07","","11","11","385000.00","384900.00","","","2625.00","4","3","","31 - 40 Years","65 x 115","Residential","DS","","0 - 0.5","","ReHive, LLC (l001228)","Jacob Cole Lusby","","Lafayette","LA","70503","","Lafayette","","LOT 120 BROADMOOR TERRACE SUB EXT 1  (65X115 ON MAPLEWOOD)","","2","N","120","",""
"23007726","Settlers Cove","719","Ira","A","C","2023-08-23","","2023-08-23","","56","56","255000.00","251000.00","","","1518.00","3","2","","4 - 5 Years","60 x 103.75","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Kane Racca","","Carencro","LA","70520","","Lafayette","","LOT 2 SETTLERS COVE PH 1 (60X103.75)","","2.5%","N","02","",""
"23008587","None","1216","Ches Broussard","A","M1","2023-09-20","","2023-10-07","","13","13","150000.00","135000.00","","","1700.00","4","2","","11 - 15 Years","0.64","Residential","MM","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Kreshonda Robertson","","Breaux Bridge","LA","70517","","St Martin","","0.64 AC:LOT 2 OF PROVIDENCE ACRESCOB:1116-230-25487","","3%","N","2","",""
"23003512","Shenandoah Estates","102","Confederate","A","H","2023-04-27","","2023-05-05","","166","166","289000.00","289000.00","","","2330.00","4","3","1","21 - 30 Years","88x172","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","David Wenger","","Broussard","LA","70518","","Lafayette","","LOT 73 SHENANDOAH EST PHASE 2 (88.44X172.86X80X152.25)","","2.5% -$200","N","73","",""
"23007728","Oaklawn","513","Gin","A","V4","2023-08-23","","2023-08-23","","56","56","150000.00","110000.00","","","1729.00","2","2","","51 - 75 Years","57x138.37x59.4x74.32x120","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Claire Disch","","Erath","LA","70533","","Vermilion","","LOTS 82, 83, 84, 85 BLK B OAKLAWN S/D 795-719 503-460","","2.5%","N","82,83,84,85","",""
"23009116","Highland Ridge","516","Flanders Ridge","A","P","2023-10-06","","2023-10-08","","10","10","238000.00","238000.00","","","1495.00","3","2","","11 - 15 Years","27.64x111.11x90x128.91","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Clyde Warfel","","Youngsville","LA","70592","","Lafayette","","LOT 153 HIGHLAND RIDGE SUB PH 2 (27.64X111.11X90X128.91)","","2.5 -200","N","015","",""
"23002774","None","10130","Romules","A","V2","2023-04-03","","2023-06-14","","143","143","175000.00","150000.00","","","2448.00","4","3","","31 - 40 Years","See attached survey","Residential","DS","","1 - 2.99","","Sunrise Realty LLC (l001078)","Kristi Gaspard","","Kaplan","LA","70548","","Vermilion","","1.130 AC IN SEC 13 T 12 R 2 E TRACT B-2 & B-4 206-15329 207-5481 IMP","","3% -$150","N","N/A","",""
"23003778","Bayou Jack Marina","4815","Pirates","A","I4","2023-05-04","","2023-05-05","","166","166","230000.00","200000.00","","","2360.00","3","2","","41 - 50 Years","240 x 140","Residential","DS","","0.51 - 0.99","","Keller Williams Realty Red Stick Partners (l001125)","Sharell Jacquet","","New Iberia","LA","70560","","Iberia","","1-80 X 140 ITEM 2 BOAT SLIP, PIRATE'S ALLEY, LOT 24, LOT 22. BEING LO","","3%","N","22-24","",""
"23003064","None","404","Ralph","A","A1","2023-04-13","","2023-04-14","","188","188","278040.00","278040.00","","","2392.00","3","2","1","51 - 75 Years","267.8 X 121.5 X & 89.8 X 81.8","Residential","DS","","0.51 - 0.99","","Dream Home Realty, LLC (l001181)","Monica Eddy","","Midland","LA","70559","","Acadia","","LOTS 3-4-5-6-7-8 N 80' LOT 1 & 2 AND S 40 X 30' LOT 2 BLK 12 COWEN ADD SEC 18 T10-1W. (LOT SIZE: 40 X 120)  (8 LOTS-IMP)","","3% - $150","N","3-4-5-6-7-8","Guy Migues",""
"23005250","Cinque Terre","2449","Congress","A","G3","2023-06-13","","2023-06-23","","117","117","619000.00","539000.00","","","2477.00","3","2","1","16 - 20 Years","206x120","Residential","DS","","0.51 - 0.99","","Latter & Blum (l000050)","Priscilla Feinberg","","Lafayette","LA","70506","","Lafayette","","Lots 3 and 4 Cinque Terre","","3%-150","N","3 and 4","",""
"23002643","Timberstone Estates","714","Timberstone","A","I1","2023-03-31","","2023-10-10","","86","86","214990.00","207990.00","","","1416.00","3","2","","Under Construction","77 X 106 X 77 X 106","Residential","DS","","0 - 0.5","","WJH LLC of Delaware (l001363)","Leslie Dekle","","New Iberia","LA","70563","","Iberia","","BEING LOT 9, BLK 4, TIMBERSTONE ESTATES SUB, PHASE III  BEING IN SEC 22, T12S, R7E  ACQ: TIMBERSTONE LLC - 2022 (8718)","","3%","N","34009","Nora Pruitt",""
"23008417","Barrington Place","207","Burning Oaks","A","B","2023-09-13","","2023-09-14","","35","35","560000.00","560000.00","","","2408.00","4","3","","New","Irreg","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Michelle D Mouton","","Carencro","LA","70520","","Lafayette","","LOT 69 BARRINGTON PLACE","","2.5%","N","69","",""
"23007270","None","346","Sage","A","L2","2023-08-10","","2023-08-10","","69","69","150000.00","140000.00","","","1600.00","3","2","","16 - 20 Years","N/A","Residential","MM","","3 - 5.99","","Evolve Realty, LLC (l001367)","Kendriex White","","Opelousas","LA","70570","","St Landry","","1 LOT 4 (5.83 AC) FRONTING ON ELLIOT RD IN SEC 60 61 & 55 T-5S R-3E 1","","3%","N","1 LOT 4","",""
"23009427","West End Hgts","717","Cedar Crest","A","G3","2023-10-18","","2023-10-18","","0","0","159900.00","159900.00","","","1037.00","2","1","","51 - 75 Years","37.5' X 125'","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Jamie Knight","","Lafayette","LA","70501","","Lafayette","","NW 1/2 OF LOT 36 & ALL OF LOT 37 BLK 9 WEST END HTS SUB (37-1/2X125)","","3%-$250","N","36,37","",""
"23006603","Duperier Place","18","Duperier Oaks","A","I1","2023-07-21","","2023-08-11","","68","68","499900.00","499900.00","","","3522.00","4","3","1","21 - 30 Years","142/52/109 X 155/131","Residential","DS","","0 - 0.5","","Caffery Real Estate, Inc. (l000915)","Katie LaBauve","","New Iberia","LA","70563","","Iberia","","1-142/52/109 X 155/131 LOT 10, DAIGRE, ETAL, LOT 19, DUPERIER OAKS DRIVE BEING LOT 9, DUPERIER PLACE SUB.","","2.5%","N","9","",""
"23008573","Barry Billeaud","510","General Mouton","A","G2","2023-09-19","","2023-09-19","","29","29","250000.00","250000.00","","","1080.00","2","2","1","Under Construction","irregular","Residential","AS","","0 - 0.5","","Reliance Real Estate Group (l001039)","Jeremiah Gooding","","Lafayette","LA","70501","B","Lafayette","","LOT 7 BLK 11 BARRY-BILLEAUD ADD P LOT 8 BLK 11 BARRY-BILLEAUD ADD","","2.5%","N","7&8","Anna Ward",""
"23003889","Cypress Bend","207","Cypress Bend","A","A2","2023-05-05","","2023-05-05","","166","166","797355.00","797355.00","","","3393.00","4","3","1","Under Construction","100x302.58","Residential","DS","","0.51 - 0.99","","Century 21 Action Realty (l001065)","Jennifer Duhon","","Scott","LA","70583","","Acadia","","0.70 AC 'Lot14' CYPRESS BEND ESTATES S/D SEC 9 T9-3E","","2%","N","14","",""
"23003857","None","7206","Admiral Doyle","A","I5","2023-05-05","","2023-09-28","","104","104","150000.00","145000.00","","","1282.00","3","2","","41 - 50 Years","1-66 x 313","Residential","DS","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Nah Senpeng","","Jeanerette","LA","70544","","Iberia","","1- 68 X 313 GRAND MARAIS RD., LEGNON, LOT 3, PART LOT 4 BEING A PORTI","","3%","N","Lot 3,Part of Lot 4","Charles Ilonya",""
"23008883","Metairie Place","112","Ridley","A","P","2023-09-29","","2023-09-29","","19","19","273645.00","273645.00","","","1851.00","4","2","1","Under Construction","50X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Youngsville","LA","70592","","Lafayette","","METAIRIE PLACE - Located in Sect.22; T11S,R5E Lafayette Parish, Louisiana","","2.5%","N","69","",""
"23005231","Cane Place","147","Abbeywood Court","A","A2","2023-06-14","","2023-06-14","","126","126","218500.00","218500.00","","","1447.00","3","2","","Under Construction","50x115","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Duson","LA","70529","","Acadia","","Cane Place Lot 66","","3%","N","66","",""
"23009102","Richard Hgts","451","Arnaudville","A","B","2023-10-06","","2023-10-12","","6","6","189500.00","189500.00","","","1400.00","3","1","","31 - 40 Years","91x170","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Fred Arsement","","Carencro","LA","70520","","Lafayette","","LOT 5 RICHARD HEIGHTS SUBD (91X169.5X91X169.6)","","2.5%","N","000","",""
"23006507","Fox Chase","0","Rabbit","A","L2","2023-07-19","","2023-07-19","","91","91","221000.00","221000.00","","","1327.00","3","2","","Proposed Constructio","67.94x131.86x84.32x153.15","Residential","DS","","0.51 - 0.99","","Latter & Blum (l000050)","Erica Taylor","","Sunset","LA","70584","","St Landry","","Lot 4 of Fox Chase Sub","","3%-150","N","4","",""
"23003025","The Estates at Moss Bluff","215","Meadowland","A","D","2023-04-13","","2023-09-26","","123","123","380000.00","375000.00","","","2491.00","4","3","","6 - 10 Years","60X120","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Arla Slaughter","","Lafayette","LA","70507","","Lafayette","","LOT 19 ESTATES AT MOSS BLUFF PH 1","","3%-$150","N","19","",""
"23001420","E L Chappuis Addition","203","E","A","A2","2023-02-20","","2023-02-22","","240","240","209999.00","209999.00","","","1335.00","3","2","","Under Construction","60 x 80","Residential","DS","","0 - 0.5","","Rayne Realty Co, Inc (l000111)","Nancy Lyon","","Rayne","LA","70578","","Acadia","","Lot 3 Blk 95 EL Chappuis","","1.5 %","N","3","",""
"23005232","Cane Place","151","Abbeywood Court","A","A2","2023-06-14","","2023-06-14","","126","126","233500.00","233500.00","","","1706.00","4","2","","Under Construction","50x115","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Duson","LA","70529","","Acadia","","Cane Place Lot 67","","3%","N","67","",""
"23007271","Avery Meadows","310","Stockbridge","A","K","2023-08-10","","2023-08-10","","69","69","221125.00","221125.00","","","1495.00","3","2","","Under Construction","50x120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Duson","LA","70529","","Lafayette","","Avery Meadows - Located in Sect.14; T10S,R3E Lafayette Parish, Louisiana","","3%","N","101","",""
"23001422","E L Chappuis Addition","205","E","A","A2","2023-02-20","","2023-02-22","","240","240","209999.00","209999.00","","","1335.00","3","2","","Under Construction","60 x 80","Residential","DS","","0 - 0.5","","Rayne Realty Co, Inc (l000111)","Nancy Lyon","","Rayne","LA","70578","","Acadia","","Lot 2 Blk 95 EL Chappuis","","1.5%","N","2","",""
"23001424","E L Chappuis Addition","1003","Windsor","A","A2","2023-02-20","","2023-02-22","","240","240","209999.00","209999.00","","","1335.00","3","2","","Under Construction","60 x 80","Residential","DS","","0 - 0.5","","Rayne Realty Co, Inc (l000111)","Nancy Lyon","","Rayne","LA","70578","","Acadia","","Lot 5 Blk 95 EL Chappuis","","1.5%","N","5","",""
"23002533","None","719","Courrege","A","I2","2023-03-28","","2023-03-28","","204","204","94900.00","79900.00","","","1125.00","3","2","","11 - 15 Years","50 X 108","Residential","DS","","0 - 0.5","","Gauthier Real Estate, Inc. (l000036)","Eloise Gauthier","","New Iberia","LA","70560","","Iberia","","Lot 5, 2, 23 & 25, Courrege St. being Lots 3 & 4, Blk B, West New Iberia Land Co.","","3%","N","5,2,24,25,34","",""
"23008574","None","302","Cedar Hill","A","L2","2023-09-19","","2023-09-19","","29","29","189000.00","189000.00","","","1341.00","2","2","","16 - 20 Years","187.5X101X197X101","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Washington","LA","70589","","St Landry","","1 LOT L-2 (.441 AC) N CEDAR ST S HAYES E LOT L-1 W LOT L-3 IN SEC 70","","2.5%","N","0L2","",""
